player_id,player_name,team_abbreviation,age,gp,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,e_off_rating,e_def_rating,e_net_rating,ast_pct,ast_to,reb_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,pace,pace_per40,pie,year,allstar
1628408,PJ Dozier,SAC,26,6,1,1.8,0.3,0.7,0.5,0.2,0.5,0.333,0,0,0,0,0.3,0.3,0,0,0.5,0,0.8,0.7,2.7,0,0,2.3,124.8,96.3,28.5,0,0,0.083,0,0.625,0.625,0.154,108.78,90.65,0.154,2022,FALSE
1628410,Edmond Sumner,BKN,27,46,0.609,14.5,2.5,5.3,0.459,0.6,1.8,0.346,1.9,2.1,0.926,0.2,1.3,1.6,1.4,1,0.7,0.2,7.4,0.7,13.1,0,0,12.7,112.7,108.5,4.2,0.138,1.5,0.055,11.1,0.516,0.594,0.209,103.44,86.2,0.09,2022,FALSE
1628415,Dillon Brooks,MEM,27,57,0.614,30.3,5.4,13.9,0.389,1.8,5.8,0.319,1.8,2.2,0.794,0.6,2.6,3.3,2.5,1.5,0.9,0.2,14.4,3.6,23.7,0,0,24.1,110.8,106.1,4.6,0.114,1.7,0.05,7.8,0.456,0.485,0.217,101.67,84.73,0.057,2022,FALSE
1628416,Tyler Dorsey,DAL,27,3,0.667,2.8,1.3,1.7,0.8,0.3,0.7,0.5,0,0,0,0.3,0.3,0.7,0,0,0,0,3,0.7,3.8,0,0,4,88.9,94.5,-5.6,0,0,0.1,0,0.9,0.9,0.227,96,80,0.365,2022,FALSE
1628418,Thomas Bryant,DEN,25,49,0.571,19.9,4.3,6.7,0.635,0.4,1,0.431,1.9,2.6,0.736,1.6,4.8,6.4,0.6,0.7,0.3,0.6,10.9,-1.3,21.4,9,0,20.1,112.4,115.7,-3.2,0.043,0.85,0.158,7.6,0.669,0.693,0.181,102.36,85.3,0.132,2022,FALSE
1628420,Monte Morris,WAS,27,51,0.49,28.1,4,8.2,0.483,1.4,3.3,0.406,1.1,1.3,0.806,0.4,3,3.4,5.3,1,0.7,0.2,10.4,0.4,24,2,0,22.2,115.8,116,-0.2,0.245,5.38,0.061,6.5,0.565,0.588,0.15,99.62,83.02,0.101,2022,FALSE
1628425,Sterling Brown,LAL,28,4,0.5,6.1,0,1,0,0,0.5,0,0,0,0,0.8,1.3,2,0.5,0,0.8,0,0,-1,5.4,0,0,4,107.1,108.4,-1.3,0.077,0,0.121,0,0,0,0.061,120.18,100.15,0.031,2022,FALSE
1628427,Vlatko Cancar,DEN,25,48,0.688,16.5,2.1,4.3,0.498,0.9,2.1,0.412,0.6,0.7,0.938,0.5,1.9,2.4,1.5,0.7,0.4,0.3,5.8,-0.5,12.1,1,0,11.8,110.2,111.8,-1.6,0.128,2.28,0.073,9.9,0.6,0.63,0.134,99.64,83.03,0.081,2022,FALSE
1628432,Davon Reed,LAL,27,39,0.641,8.6,0.7,2.1,0.325,0.4,1.2,0.37,0.4,0.6,0.667,0.3,1.2,1.5,0.5,0.5,0.4,0.1,2.2,-2.3,5.7,0,0,5.6,100.9,112.2,-11.3,0.093,1.05,0.09,14.9,0.428,0.465,0.143,102.25,85.21,0.044,2022,FALSE
1628436,Luke Kornet,BOS,27,54,0.648,11.4,1.6,2.3,0.697,0.1,0.2,0.333,0.5,0.6,0.853,1.2,1.6,2.8,0.7,0.4,0.2,0.7,3.7,1.2,10.4,0,0,9.1,113.3,106.8,6.5,0.082,1.71,0.115,10.8,0.709,0.737,0.107,102.32,85.27,0.099,2022,FALSE
1628449,Chris Boucher,TOR,30,58,0.5,20.5,3.5,7.1,0.493,0.9,2.6,0.333,1.8,2.5,0.743,2.2,3.6,5.8,0.4,0.5,0.7,0.9,9.7,-0.5,21.3,8,0,19.8,108.2,110.5,-2.3,0.034,0.84,0.139,5.8,0.553,0.592,0.176,98.59,82.16,0.116,2022,FALSE
1628464,Daniel Theis,IND,30,7,0.143,15.5,3,6.3,0.477,0.3,1.6,0.182,0.7,1.7,0.417,1,2.1,3.1,1.3,0.4,0.3,0.9,7,-2.7,15.7,0,0,14,105.3,114.6,-9.3,0.125,3,0.1,4.9,0.5,0.497,0.201,102.32,85.27,0.088,2022,FALSE
1628467,Maxi Kleber,DAL,31,24,0.583,25.3,2.4,4.8,0.504,1.1,3,0.38,0.5,0.8,0.6,0.8,2.7,3.5,1.1,0.5,0.3,1,6.5,1.3,15.5,0,0,14.7,111,109.4,1.7,0.062,2,0.071,8,0.622,0.626,0.1,98.65,82.21,0.064,2022,FALSE
1628470,Torrey Craig,PHX,32,61,0.557,25.6,2.9,6.5,0.451,1.3,3.2,0.403,0.4,0.6,0.73,2.1,3.7,5.7,1.5,1,0.7,0.6,7.6,-3.3,19.8,3,0,18.8,109.7,114.7,-4.9,0.082,1.52,0.11,10.9,0.55,0.561,0.129,99.46,82.88,0.072,2022,FALSE
1628960,Grayson Allen,MIL,27,58,0.741,27.6,3.4,7.7,0.442,2,5,0.405,1.7,1.8,0.897,0.9,2.4,3.4,2.4,1.1,0.8,0.2,10.5,3.3,20.1,0,0,20.3,112.3,107.4,4.9,0.115,2.22,0.057,9,0.573,0.615,0.142,102.37,85.31,0.081,2022,FALSE
1628962,Udoka Azubuike,UTA,23,26,0.538,5.9,0.9,1.1,0.828,0,0,0,0.1,0.3,0.25,0.6,1.5,2.2,0.2,0.4,0.2,0.3,1.9,-0.9,5.7,0,0,5.2,104.5,110.9,-6.4,0.055,0.6,0.167,20.6,0.828,0.769,0.111,105.23,87.69,0.125,2022,FALSE
1628963,Marvin Bagley III,DET,23,28,0.214,21.5,4.6,8.6,0.535,0.3,1.3,0.243,1.7,2.4,0.716,2.5,4.2,6.7,0.6,0.9,0.5,0.7,11.3,-4.6,22.7,7,0,21.2,107.2,115.4,-8.1,0.043,0.62,0.154,8.3,0.554,0.582,0.207,100.43,83.69,0.118,2022,FALSE
1628964,Mo Bamba,LAL,24,46,0.478,16.5,2.5,5.1,0.492,1,2.7,0.393,0.9,1.3,0.661,1.2,3.6,4.8,1,0.7,0.3,0.9,7,0.2,17.1,2,0,16.2,113.1,111.1,2,0.087,1.53,0.138,8.8,0.593,0.61,0.166,99.34,82.79,0.102,2022,FALSE
1628966,Keita Bates-Diop,SAS,27,49,0.245,21,3.1,6.4,0.487,0.6,1.7,0.346,1.5,1.9,0.791,1,2.4,3.4,1.3,0.8,0.7,0.3,8.3,-4.7,16.5,0,0,15.6,104.3,114.9,-10.7,0.084,1.59,0.08,8.6,0.532,0.573,0.156,102.93,85.78,0.087,2022,FALSE
1628969,Mikal Bridges,BKN,26,64,0.5,36.1,6.6,14,0.473,1.9,4.7,0.402,3.1,3.5,0.901,1.1,3.4,4.5,3.5,1.4,1.2,0.8,18.2,0,33.4,2,0,32.1,112.5,111.8,0.6,0.144,2.47,0.062,7,0.541,0.588,0.199,98.96,82.47,0.106,2022,FALSE
1628971,Bruce Brown,DEN,26,63,0.714,28.5,4.4,9.1,0.489,1.3,3.4,0.382,1,1.4,0.722,0.7,3.2,3.9,3.5,1.6,1,0.6,11.2,1.2,24.5,3,1,23.2,114.2,111.9,2.4,0.166,2.23,0.071,10.6,0.561,0.578,0.167,99.74,83.12,0.088,2022,FALSE
1628972,Troy Brown Jr.,LAL,23,58,0.466,24.2,2.7,6.1,0.437,1.3,3.5,0.366,0.5,0.5,0.964,0.9,3.3,4.2,1.1,0.7,0.8,0.2,7.1,-0.5,15.9,2,0,15.6,110.6,112.2,-1.6,0.061,1.55,0.083,8.9,0.542,0.561,0.121,102.63,85.52,0.068,2022,FALSE
1628973,Jalen Brunson,NYK,26,61,0.59,35.2,8.5,17.5,0.487,1.9,4.7,0.411,4.9,5.9,0.833,0.6,3,3.6,6.2,2,0.9,0.2,23.9,2.5,38.9,4,0,37.9,117,114.3,2.7,0.279,3.07,0.05,7.1,0.542,0.594,0.263,97.52,81.26,0.139,2022,FALSE
1628975,Jevon Carter,MIL,27,62,0.726,22.6,2.8,6.6,0.427,1.6,3.8,0.411,0.4,0.5,0.794,0.5,2.2,2.7,2.5,1.1,1,0.4,7.6,1.4,17.6,1,0,17.1,110,105.9,4.1,0.148,2.3,0.055,10.3,0.545,0.558,0.143,102.42,85.35,0.074,2022,FALSE
1628976,Wendell Carter Jr.,ORL,23,44,0.432,29.6,5.5,10.6,0.517,1.2,3.6,0.344,2.8,3.8,0.743,2.3,6.5,8.8,2.5,2.2,0.4,0.6,15,-1.3,29.9,16,0,29.4,108.3,110.5,-2.2,0.128,1.13,0.151,12.9,0.575,0.611,0.21,99.5,82.92,0.123,2022,FALSE
1628977,Hamidou Diallo,DET,24,54,0.222,17.4,3.8,6.5,0.58,0.1,0.4,0.238,1.6,2.6,0.606,0.9,2.4,3.3,0.9,1.2,0.9,0.3,9.2,-0.1,17.1,0,0,16,110.3,109.9,0.4,0.086,0.78,0.093,12.3,0.587,0.602,0.208,103.47,86.23,0.101,2022,FALSE
1628978,Donte DiVincenzo,GSW,26,54,0.593,26,3.2,7.4,0.437,2.1,5.1,0.417,0.7,0.8,0.818,1,3.3,4.4,3.3,1.5,1.4,0.1,9.3,1.3,22.4,2,0,22.1,113.3,110.9,2.4,0.169,2.23,0.081,11.8,0.583,0.599,0.145,103.99,86.66,0.092,2022,FALSE
1628981,Bruno Fernando,ATL,24,33,0.303,11.2,1.5,2.9,0.521,0,0,0,0.9,1.3,0.682,1.5,2.3,3.8,0.9,0.7,0.2,0.9,3.9,-2.3,12.6,0,0,10.9,105,113.8,-8.8,0.127,1.41,0.157,13.1,0.521,0.563,0.152,99.82,83.18,0.092,2022,FALSE
